"","X","region","station_year","station","fox","cat","potoroo_ln","bandicoot_sb","date_start","date_end","survey_duration","year","latitude","longitude","XGROUPNAME","foxbaits","x","y","st_no","grid"
"286",286,"glenelg","H65x2018","H65",0,0,0,1,"2018-04-20","2018-06-20",61,2018,-37.8984,141.49413,"Lowland Forests",0,543443.212296195,5805342.54120478,NA,"Hotspur"
"287",287,"glenelg","H66x2018","H66",0,0,0,1,"2018-04-21","2018-06-20",60,2018,-37.89859,141.50019,"Lowland Forests",0,543975.889231811,5805318.62062765,NA,"Hotspur"
"288",288,"glenelg","H7x2018","H7",1,0,0,0,"2018-04-23","2018-06-19",57,2018,-37.8775,141.48567,"Herb-rich Woodlands",0,542711.488020581,5807665.32268938,NA,"Hotspur"
"289",289,"glenelg","H71x2018","H71",0,0,0,1,"2018-04-23","2018-06-19",57,2018,-37.9032,141.44801,"Heathlands",0,539385.827293152,5804830.45476111,NA,"Hotspur"
"290",290,"glenelg","H72x2018","H72",0,0,0,1,"2018-04-22","2018-06-20",59,2018,-37.90568,141.45373,"Heathlands",0,539887.352581128,5804552.86492552,NA,"Hotspur"
"291",291,"glenelg","H73x2018","H73",0,1,1,1,"2018-04-19","2018-06-19",61,2018,-37.90094,141.46373,"Heathy Woodlands",0,540769.071101963,5805074.44914361,NA,"Hotspur"
"292",292,"glenelg","H74x2018","H74",0,0,0,0,"2018-04-19","2018-06-20",62,2018,-37.90334,141.46634,"Heathy Woodlands",0,540997.20045496,5804807.02232067,NA,"Hotspur"
"293",293,"glenelg","H75x2018","H75",0,0,0,0,"2018-04-22","2018-06-20",59,2018,-37.90318,141.47251,"Heathy Woodlands",0,541539.714674247,5804822.04430628,NA,"Hotspur"
"294",294,"glenelg","H76x2018","H76",0,1,0,1,"2018-04-22","2018-06-20",59,2018,-37.90236,141.47664,"Heathlands",0,541903.261898448,5804911.17672413,NA,"Hotspur"
"295",295,"glenelg","H77x2018","H77",0,0,0,1,"2018-04-22","2018-06-21",60,2018,-37.90305,141.4833,"Heathy Woodlands",0,542488.374900984,5804831.60717855,NA,"Hotspur"
"296",296,"glenelg","H78x2018","H78",1,0,0,1,"2018-04-18","2018-06-21",64,2018,-37.90356,141.48908,"Heathy Woodlands",0,542996.218606747,5804772.37306809,NA,"Hotspur"
"297",297,"glenelg","H79x2018","H79",0,0,0,1,"2018-04-18","2018-06-21",64,2018,-37.90323,141.49478,"Lowland Forests",0,543497.516856898,5804806.34382592,NA,"Hotspur"
"298",298,"glenelg","H8x2018","H8",1,0,0,0,"2018-04-21","2018-06-19",59,2018,-37.88077,141.48882,"Lowland Forests",0,542986.610944825,5807301.06713557,NA,"Hotspur"
"299",299,"glenelg","H80x2018","H80",0,0,0,1,"2018-04-18","2018-06-21",62,2018,-37.9032,141.50047,"Lowland Forests",0,543997.761934284,5804807.00329841,NA,"Hotspur"
"300",300,"glenelg","H81x2018","H81",0,0,1,0,"2018-04-17","2018-06-19",63,2018,-37.90111,141.50765,"Heathy Woodlands",0,544630.242702786,5805035.47997969,NA,"Hotspur"
"301",301,"glenelg","H82x2018","H82",0,1,1,1,"2018-04-19","2018-06-20",62,2018,-37.90315,141.51184,"Heathy Woodlands",0,544997.368406687,5804807.12599574,NA,"Hotspur"
"302",302,"glenelg","H83x2018","H83",0,0,0,1,"2018-04-17","2018-06-20",64,2018,-37.90296,141.51693,"Lowland Forests",0,545444.965200667,5804825.73871757,NA,"Hotspur"
"303",303,"glenelg","H84x2018","H84",0,0,0,1,"2018-04-17","2018-06-20",64,2018,-37.90263,141.52325,"Lowland Forests",0,546000.785784643,5804859.25425113,NA,"Hotspur"
"304",304,"glenelg","H85x2018","H85",1,0,0,0,"2018-04-22","2018-06-19",58,2018,-37.90756,141.44903,"Heathy Woodlands",0,539473.169658666,5804346.27657601,NA,"Hotspur"
"305",305,"glenelg","H86x2018","H86",1,1,0,0,"2018-04-22","2018-06-20",59,2018,-37.90819,141.45479,"Heathy Woodlands",0,539979.179416536,5804273.92355137,NA,"Hotspur"
"306",306,"glenelg","H87x2018","H87",1,1,0,1,"2018-04-16","2018-06-20",65,2018,-37.90704,141.45941,"Heathlands",0,540385.940023707,5804399.52670644,NA,"Hotspur"
"307",307,"glenelg","H88x2018","H88",1,1,0,0,"2018-04-16","2018-06-20",65,2018,-37.90831,141.46601,"Heathy Woodlands",0,540965.433629996,5804255.73983735,NA,"Hotspur"
"308",308,"glenelg","H89x2018","H89",0,0,0,1,"2018-04-18","2018-06-20",63,2018,-37.90782,141.47206,"Heathy Woodlands",0,541497.547754137,5804307.43096276,NA,"Hotspur"
"309",309,"glenelg","H9x2018","H9",1,1,0,0,"2018-04-21","2018-06-19",59,2018,-37.88149,141.49619,"Herb-rich Woodlands",0,543634.304626141,5807217.76164779,NA,"Hotspur"
"310",310,"glenelg","H90x2018","H90",1,1,0,1,"2018-04-18","2018-06-21",64,2018,-37.90783,141.47783,"Heathy Woodlands",0,542004.770423271,5804303.73811669,NA,"Hotspur"
"311",311,"glenelg","H91x2018","H91",1,0,0,1,"2018-04-17","2018-06-21",65,2018,-37.90778,141.48344,"Heathy Woodlands",0,542497.962313578,5804306.74389091,NA,"Hotspur"
"312",312,"glenelg","H92x2018","H92",0,0,0,1,"2018-04-17","2018-06-21",65,2018,-37.90736,141.48951,"Heathy Woodlands",0,543031.80814846,5804350.55982396,NA,"Hotspur"
"313",313,"glenelg","H93x2018","H93",1,0,0,1,"2018-04-17","2018-06-21",65,2018,-37.90772,141.49427,"Heathy Woodlands",0,543450.040722638,5804308.41016883,NA,"Hotspur"
"314",314,"glenelg","H94x2018","H94",0,0,0,1,"2018-04-17","2018-06-21",65,2018,-37.90823,141.5003,"Heathy Woodlands",0,543979.822694794,5804248.99822855,NA,"Hotspur"
"315",315,"glenelg","H95x2018","H95",0,0,0,0,"2018-04-17","2018-06-21",65,2018,-37.9064,141.5045,"Heathy Woodlands",0,544350.132469466,5804450.0501425,NA,"Hotspur"
"316",316,"glenelg","H96x2018","H96",0,0,0,0,"2018-04-19","2018-06-20",62,2018,-37.90766,141.51457,"Heathy Woodlands",0,545234.611381806,5804305.41450662,NA,"Hotspur"
"317",317,"glenelg","H97x2018","H97",0,0,0,0,"2018-04-19","2018-06-20",62,2018,-37.90723,141.51734,"Heathy Woodlands",0,545478.381728308,5804351.77635901,NA,"Hotspur"
"318",318,"glenelg","H98x2018","H98",0,0,0,1,"2018-04-17","2018-06-20",64,2018,-37.9077,141.52374,"Lowland Forests",0,546040.704617899,5804296.4886864,NA,"Hotspur"
"319",319,"glenelg","H99x2018","H99",1,0,0,0,"2018-04-22","2018-06-20",59,2018,-37.91283,141.44803,"Heathy Woodlands",0,539382.452222868,5803761.98646275,NA,"Hotspur"
"320",320,"glenelg","M10x2018","M10",0,0,0,0,"2018-05-04","2018-06-25",52,2018,-38.1772,141.66767,"Heathy Woodlands",8,558478.624184394,5774313.36753334,NA,"Mt Clay"
"321",321,"glenelg","M100x2018","M100",0,0,0,0,"2018-05-04","2018-06-22",49,2018,-38.20852,141.69663,"Lowland Forests",15,560989.020544402,5770819.50606718,NA,"Mt Clay"
"322",322,"glenelg","M102x2018","M102",1,0,0,0,"2018-04-30","2018-06-25",56,2018,-38.21344,141.64528,"Dry Forests",11,556489.546929832,5770306.15834535,NA,"Mt Clay"
"323",323,"glenelg","M103x2018","M103",0,0,0,0,"2018-04-30","2018-06-26",57,2018,-38.21374,141.65115,"Heathy Woodlands",12,557003.193718817,5770269.27448007,NA,"Mt Clay"
"324",324,"glenelg","M104x2018","M104",0,0,1,1,"2018-04-30","2018-06-26",57,2018,-38.21339,141.65788,"Heathy Woodlands",13,557592.635618949,5770303.94620266,NA,"Mt Clay"
"325",325,"glenelg","M105x2018","M105",0,0,1,0,"2018-04-30","2018-06-26",57,2018,-38.21355,141.66254,"Heathy Woodlands",13,558000.462215281,5770283.28494513,NA,"Mt Clay"
"326",326,"glenelg","M106x2018","M106",0,0,0,1,"2018-05-06","2018-06-25",50,2018,-38.21358,141.66954,"Heathy Woodlands",14,558613.242807386,5770275.54938756,NA,"Mt Clay"
"327",327,"glenelg","M108x2018","M108",0,0,0,1,"2018-05-01","2018-06-26",56,2018,-38.21349,141.68067,"Heathy Woodlands",15,559587.675628704,5770278.43338281,NA,"Mt Clay"
"328",328,"glenelg","M109x2018","M109",1,0,0,0,"2018-05-02","2018-06-25",54,2018,-38.21288,141.68573,"Lowland Forests",13,560031.147706016,5770342.85018051,NA,"Mt Clay"
"329",329,"glenelg","M11x2018","M11",0,1,0,0,"2018-05-04","2018-06-25",52,2018,-38.17733,141.67346,"Lowland Forests",8,558985.648558666,5774295.27438681,NA,"Mt Clay"
"330",330,"glenelg","M110x2018","M110",0,0,0,1,"2018-05-04","2018-06-26",53,2018,-38.21307,141.69067,"Lowland Forests",13,560463.459929783,5770318.55473302,NA,"Mt Clay"
"331",331,"glenelg","M111x2018","M111",1,0,0,0,"2018-05-01","2018-06-25",55,2018,-38.21785,141.64563,"Dry Forests",8,556516.776018178,5769816.62077775,NA,"Mt Clay"
"332",332,"glenelg","M112x2018","M112",0,0,0,0,"2018-04-30","2018-06-26",57,2018,-38.21783,141.65183,"Dry Forests",12,557059.529085043,5769815.03806728,NA,"Mt Clay"
"333",333,"glenelg","M113x2018","M113",1,0,0,0,"2018-04-30","2018-06-26",57,2018,-38.21765,141.65671,"Dry Forests",13,557486.857834778,5769831.99249875,NA,"Mt Clay"
"334",334,"glenelg","M114x2018","M114",0,1,0,0,"2018-04-30","2018-06-26",57,2018,-38.21748,141.662,"Dry Forests",15,557950.071767422,5769847.55836937,NA,"Mt Clay"
"335",335,"glenelg","M115x2018","M115",0,1,0,1,"2018-05-06","2018-06-25",50,2018,-38.2184,141.67105,"Heathy Woodlands",17,558741.558360915,5769739.77527339,NA,"Mt Clay"
"336",336,"glenelg","M116x2018","M116",0,0,1,1,"2018-05-01","2018-06-22",52,2018,-38.21806,141.67414,"Heathy Woodlands",15,559012.324595661,5769775.53647929,NA,"Mt Clay"
"337",337,"glenelg","M117x2018","M117",0,1,0,1,"2018-05-01","2018-05-20",19,2018,-38.21745,141.68052,"Heathy Woodlands",16,559571.31545943,5769839.13614386,NA,"Mt Clay"
"338",338,"glenelg","M118x2018","M118",1,0,0,0,"2018-05-02","2018-06-25",54,2018,-38.21773,141.68575,"Lowland Forests",13,560028.913970142,5769804.69072634,NA,"Mt Clay"
"339",339,"glenelg","M119x2018","M119",1,1,0,1,"2018-05-02","2018-06-26",55,2018,-38.21734,141.69134,"Lowland Forests",13,560518.577841666,5769844.32617527,NA,"Mt Clay"
"340",340,"glenelg","M12x2018","M12",1,1,0,0,"2018-05-04","2018-06-22",49,2018,-38.17836,141.67991,"Lowland Forests",9,559549.746060371,5774176.86415455,NA,"Mt Clay"
"341",341,"glenelg","M121x2018","M121",1,0,0,0,"2018-05-01","2018-06-25",55,2018,-38.22238,141.65153,"Dry Forests",9,557029.715613773,5769310.36421207,NA,"Mt Clay"
"342",342,"glenelg","M122x2018","M122",1,1,0,0,"2018-05-01","2018-06-25",55,2018,-38.22621,141.65576,"Dry Forests",10,557396.970141068,5768882.78128475,NA,"Mt Clay"
"343",343,"glenelg","M123x2018","M123",1,0,0,0,"2018-05-01","2018-06-25",55,2018,-38.22976,141.6603,"Dry Forests",10,557791.539583947,5768486.05582704,NA,"Mt Clay"
"344",344,"glenelg","M124x2018","M124",0,1,0,1,"2018-05-01","2018-06-25",55,2018,-38.22205,141.66762,"Dry Forests",16,558438.384197703,5769336.94856787,NA,"Mt Clay"
"345",345,"glenelg","M125x2018","M125",0,0,0,1,"2018-05-01","2018-06-25",55,2018,-38.22197,141.67454,"Heathy Woodlands",15,559044.179697322,5769341.43547364,NA,"Mt Clay"
"346",346,"glenelg","M126x2018","M126",0,0,0,1,"2018-05-01","2018-06-22",52,2018,-38.22118,141.67952,"Heathy Woodlands",14,559480.739659386,5769425.90528735,NA,"Mt Clay"
"347",347,"glenelg","M127x2018","M127",1,0,0,0,"2018-05-02","2018-06-25",54,2018,-38.22206,141.68598,"Lowland Forests",12,560045.488883013,5769324.09292792,NA,"Mt Clay"
"348",348,"glenelg","M128x2018","M128",0,0,0,0,"2018-05-02","2018-06-25",54,2018,-38.22224,141.69159,"Lowland Forests",11,560536.402216535,5769300.4678136,NA,"Mt Clay"
"349",349,"glenelg","M1291x2018","M1291",0,0,0,0,"2018-05-06","2018-06-26",51,2018,-38.20274,141.71291,"Lowland Forests",11,562419.265655693,5771449.99877381,NA,"Mt Clay"
"350",350,"glenelg","M13x2018","M13",0,0,0,0,"2018-05-04","2018-06-22",49,2018,-38.17719,141.6855,"Lowland Forests",8,560040.310432056,5774303.07809344,NA,"Mt Clay"
"351",351,"glenelg","M130x2018","M130",1,0,0,0,"2018-05-01","2018-06-25",55,2018,-38.2318,141.66556,"Dry Forests",11,558250.289045728,5768256.40466057,NA,"Mt Clay"
"352",352,"glenelg","M1301x2018","M1301",1,0,0,1,"2018-05-06","2018-06-26",51,2018,-38.19743,141.7106,"Lowland Forests",11,562221.528863309,5772040.73913009,NA,"Mt Clay"
"353",353,"glenelg","M131x2018","M131",1,0,0,1,"2018-05-01","2018-06-25",55,2018,-38.22953,141.67103,"Heathy Woodlands",14,558730.8580874,5768504.82407038,NA,"Mt Clay"
"354",354,"glenelg","M1311x2018","M1311",1,0,0,0,"2018-05-06","2018-06-26",51,2018,-38.1914,141.71015,"Lowland Forests",10,562187.253483932,5772710.11669427,NA,"Mt Clay"
"355",355,"glenelg","M132x2018","M132",0,0,0,1,"2018-05-01","2018-06-25",55,2018,-38.22525,141.67675,"Heathy Woodlands",14,559234.96879571,5768976.08129341,NA,"Mt Clay"
"356",356,"glenelg","M14x2018","M14",0,0,0,0,"2018-05-05","2018-06-22",48,2018,-38.17918,141.69022,"Lowland Forests",9,560452.077622025,5774079.20505885,NA,"Mt Clay"
"357",357,"glenelg","M15x2018","M15",1,1,0,0,"2018-05-05","2018-06-22",48,2018,-38.17895,141.69695,"Lowland Forests",7,561041.715260725,5774100.31446993,NA,"Mt Clay"
"358",358,"glenelg","M18x2018","M18",0,0,0,0,"2018-05-05","2018-06-25",51,2018,-38.18204,141.65093,"Lowland Forests",11,557008.645847428,5773786.76346858,NA,"Mt Clay"
"359",359,"glenelg","M19x2018","M19",0,0,0,0,"2018-05-05","2018-06-23",49,2018,-38.18179,141.65631,"Lowland Forests",12,557480.029189309,5773811.17988303,NA,"Mt Clay"
"360",360,"glenelg","M20x2018","M20",0,0,0,0,"2018-05-05","2018-06-22",48,2018,-38.1816,141.66224,"Heathy Woodlands",10,557999.538317764,5773828.56748155,NA,"Mt Clay"
"361",361,"glenelg","M21x2018","M21",0,0,0,1,"2018-05-03","2018-06-25",53,2018,-38.18168,141.66802,"Heathy Woodlands",9,558505.697062246,5773816.05808142,NA,"Mt Clay"
"362",362,"glenelg","M22x2018","M22",1,0,0,0,"2018-05-05","2018-06-22",48,2018,-38.18098,141.67545,"Heathy Woodlands",11,559156.995259718,5773889.01197837,NA,"Mt Clay"
"363",363,"glenelg","M23x2018","M23",0,0,0,0,"2018-05-05","2018-06-22",48,2018,-38.18134,141.67896,"Heathy Woodlands",10,559464.117501029,5773846.82119738,NA,"Mt Clay"
"364",364,"glenelg","M24x2018","M24",1,1,0,0,"2018-05-04","2018-06-22",49,2018,-38.18176,141.6851,"Lowland Forests",11,560001.527549069,5773796.26194943,NA,"Mt Clay"
"365",365,"glenelg","M26x2018","M26",1,0,0,0,"2018-05-05","2018-06-22",48,2018,-38.18216,141.69491,"Lowland Forests",9,560860.371269761,5773745.48260424,NA,"Mt Clay"
"366",366,"glenelg","M3x2018","M3",1,1,0,0,"2018-05-02","2018-06-25",54,2018,-38.17439,141.64982,"Dry Forests",5,556917.381464187,5774636.2678665,NA,"Mt Clay"
"367",367,"glenelg","M30x2018","M30",0,0,0,0,"2018-05-05","2018-06-22",48,2018,-38.18653,141.65005,"Heathy Woodlands",12,556928.080022668,5773289.10625492,NA,"Mt Clay"
"368",368,"glenelg","M31x2018","M31",0,0,1,0,"2018-05-05","2018-06-22",48,2018,-38.18616,141.65625,"Heathy Woodlands",14,557471.340900472,5773326.33371395,NA,"Mt Clay"
"369",369,"glenelg","M32x2018","M32",0,0,1,0,"2018-05-05","2018-06-22",48,2018,-38.18536,141.66217,"Heathy Woodlands",13,557990.426838144,5773411.41177236,NA,"Mt Clay"
"370",370,"glenelg","M33x2018","M33",0,0,0,1,"2018-05-05","2018-06-22",48,2018,-38.18586,141.6686,"Heathy Woodlands",11,558553.148534669,5773351.89004807,NA,"Mt Clay"
"371",371,"glenelg","M34x2018","M34",0,0,1,1,"2018-05-05","2018-06-22",48,2018,-38.18597,141.67291,"Heathy Woodlands",12,558930.515528192,5773336.95282232,NA,"Mt Clay"
"372",372,"glenelg","M35x2018","M35",0,1,1,0,"2018-05-05","2018-06-22",48,2018,-38.1859,141.67867,"Heathy Woodlands",13,559435.013616363,5773341.04143353,NA,"Mt Clay"
"373",373,"glenelg","M36x2018","M36",1,0,0,0,"2018-05-04","2018-06-22",49,2018,-38.18622,141.68479,"Lowland Forests",12,559970.720707575,5773301.59237137,NA,"Mt Clay"
"374",374,"glenelg","M37x2018","M37",1,0,0,0,"2018-05-04","2018-06-22",49,2018,-38.18623,141.69066,"Lowland Forests",12,560484.785619768,5773296.66791722,NA,"Mt Clay"
"375",375,"glenelg","M38x2018","M38",0,0,0,0,"2018-05-05","2018-06-22",48,2018,-38.18609,141.69633,"Lowland Forests",12,560981.460325371,5773308.48615401,NA,"Mt Clay"
"376",376,"glenelg","M41x2018","M41",0,0,0,0,"2018-05-04","2018-06-22",49,2018,-38.1909,141.64534,"Heathy Woodlands",12,556512.22128742,5772807.10555703,NA,"Mt Clay"
"377",377,"glenelg","M42x2018","M42",0,0,1,0,"2018-05-05","2018-06-22",48,2018,-38.19125,141.651,"Heathy Woodlands",12,557007.597936061,5772764.80351906,NA,"Mt Clay"
"378",378,"glenelg","M44x2018","M44",0,1,1,1,"2018-05-03","2018-06-26",54,2018,-38.19075,141.66271,"Heathy Woodlands",15,558033.441698139,5772813.01332153,NA,"Mt Clay"
"379",379,"glenelg","M45x2018","M45",1,1,0,0,"2018-05-03","2018-06-26",54,2018,-38.1895,141.66653,"Heathy Woodlands",13,558368.959874852,5772949.31088014,NA,"Mt Clay"
"380",380,"glenelg","M46x2018","M46",0,0,0,1,"2018-05-05","2018-06-22",48,2018,-38.19058,141.6747,"Heathy Woodlands",16,559083.553465917,5772824.29910825,NA,"Mt Clay"
"381",381,"glenelg","M47x2018","M47",1,1,0,1,"2018-05-05","2018-06-22",48,2018,-38.19074,141.67913,"Heathy Woodlands",16,559471.363253975,5772803.71202477,NA,"Mt Clay"
"382",382,"glenelg","M48x2018","M48",0,0,0,1,"2018-05-04","2018-06-22",49,2018,-38.19037,141.6852,"Lowland Forests",14,560003.222273533,5772840.85321565,NA,"Mt Clay"
"383",383,"glenelg","M49x2018","M49",0,0,0,0,"2018-05-04","2018-06-22",49,2018,-38.19064,141.69085,"Lowland Forests",15,560497.777236134,5772807.22102851,NA,"Mt Clay"
"384",384,"glenelg","M50x2018","M50",0,0,0,0,"2018-05-04","2018-06-22",49,2018,-38.19039,141.69652,"Lowland Forests",14,560994.51378805,5772831.24345908,NA,"Mt Clay"
"385",385,"glenelg","M51x2018","M51",1,1,0,0,"2018-05-04","2018-06-27",54,2018,-38.19156,141.70239,"Lowland Forests",12,561507.573928264,5772697.54288318,NA,"Mt Clay"
"386",386,"glenelg","M52x2018","M52",1,0,1,0,"2018-04-30","2018-06-08",39,2018,-38.19551,141.6354,"Heathy Woodlands",8,555638.262452529,5772301.60745143,NA,"Mt Clay"
"387",387,"glenelg","M53x2018","M53",1,0,0,1,"2018-05-03","2018-06-25",53,2018,-38.19531,141.63988,"Heathy Woodlands",11,556030.706974702,5772321.09925942,NA,"Mt Clay"
"388",388,"glenelg","M54x2018","M54",0,0,1,1,"2018-05-06","2018-06-22",47,2018,-38.19481,141.64505,"Heathy Woodlands",13,556483.805670875,5772373.43893402,NA,"Mt Clay"
"389",389,"glenelg","M57x2018","M57",0,0,1,0,"2018-05-03","2018-06-26",54,2018,-38.19517,141.66315,"Heathy Woodlands",16,558068.462955551,5772322.30552106,NA,"Mt Clay"
"390",390,"glenelg","M58x2018","M58",0,1,0,1,"2018-05-03","2018-06-26",54,2018,-38.19461,141.66732,"Heathy Woodlands",17,558434.05875225,5772381.8201304,NA,"Mt Clay"
"391",391,"glenelg","M59x2018","M59",0,0,0,0,"2018-05-05","2018-06-21",47,2018,-38.19528,141.67353,"Heathy Woodlands",18,558977.304638247,5772303.54395573,NA,"Mt Clay"
"392",392,"glenelg","M60x2018","M60",0,1,0,1,"2018-05-04","2018-06-25",52,2018,-38.19503,141.6802,"Heathy Woodlands",19,559561.569856811,5772327.01670093,NA,"Mt Clay"
"393",393,"glenelg","M61x2018","M61",0,0,0,1,"2018-05-04","2018-06-22",49,2018,-38.1948,141.68546,"Lowland Forests",18,560022.354651964,5772349.14259855,NA,"Mt Clay"
"394",394,"glenelg","M62x2018","M62",0,0,0,0,"2018-05-04","2018-06-22",49,2018,-38.19502,141.69155,"Lowland Forests",18,560555.449884612,5772320.76927215,NA,"Mt Clay"
"395",395,"glenelg","M63x2018","M63",0,0,0,0,"2018-05-04","2018-06-22",49,2018,-38.1949,141.69667,"Lowland Forests",15,561003.887101879,5772330.72559172,NA,"Mt Clay"
"396",396,"glenelg","M65x2018","M65",1,0,0,0,"2018-04-30","2018-06-22",53,2018,-38.20002,141.63512,"Heathy Woodlands",8,555610.313905074,5771801.35748333,NA,"Mt Clay"
"397",397,"glenelg","M66x2018","M66",0,0,0,1,"2018-05-03","2018-06-25",53,2018,-38.19986,141.64047,"Heathy Woodlands",12,556078.880569413,5771815.88583342,NA,"Mt Clay"
"398",398,"glenelg","M67x2018","M67",0,0,1,0,"2018-05-03","2018-06-25",53,2018,-38.20142,141.64458,"Heathy Woodlands",13,556437.547147472,5771640.29628148,NA,"Mt Clay"
"399",399,"glenelg","M68x2018","M68",0,0,0,1,"2018-05-03","2018-06-25",53,2018,-38.20054,141.65051,"Heathy Woodlands",16,556957.451556802,5771734.30980001,NA,"Mt Clay"
"400",400,"glenelg","M69x2018","M69",1,0,1,1,"2018-05-02","2018-06-25",54,2018,-38.20051,141.65692,"Heathy Woodlands",18,557518.728711799,5771733.67826103,NA,"Mt Clay"
"401",401,"glenelg","M70x2018","M70",0,1,0,0,"2018-05-03","2018-06-26",54,2018,-38.1996,141.6625,"Heathy Woodlands",17,558008.030619921,5771831.17061323,NA,"Mt Clay"
"402",402,"glenelg","M71x2018","M71",0,1,1,0,"2018-05-03","2018-06-26",54,2018,-38.19958,141.66738,"Heathy Woodlands",19,558435.340524525,5771830.32302082,NA,"Mt Clay"
"403",403,"glenelg","M74x2018","M74",0,0,0,1,"2018-05-05","2018-06-22",48,2018,-38.19979,141.68533,"Lowland Forests",16,560006.875578785,5771795.54787859,NA,"Mt Clay"
"404",404,"glenelg","M75x2018","M75",0,0,0,1,"2018-05-05","2018-06-22",48,2018,-38.20004,141.69125,"Lowland Forests",16,560525.024412526,5771763.95745358,NA,"Mt Clay"
"405",405,"glenelg","M76x2018","M76",0,0,0,1,"2018-05-05","2018-06-22",48,2018,-38.19941,141.69693,"Lowland Forests",16,561022.890081472,5771830.13486803,NA,"Mt Clay"
"406",406,"glenelg","M77x2018","M77",0,0,1,0,"2018-05-05","2018-06-22",48,2018,-38.20063,141.70077,"Lowland Forests",15,561358.098873947,5771692.23005255,NA,"Mt Clay"
"407",407,"glenelg","M78x2018","M78",1,1,0,0,"2018-04-30","2018-06-26",57,2018,-38.20428,141.63968,"Heathy Woodlands",12,556006.321958431,5771325.93137083,NA,"Mt Clay"
"408",408,"glenelg","M8x2018","M8",1,0,0,0,"2018-05-02","2018-06-25",54,2018,-38.17515,141.65709,"Lowland Forests",7,557553.565691307,5774547.45163831,NA,"Mt Clay"
"409",409,"glenelg","M80x2018","M80",0,0,0,1,"2018-05-03","2018-06-25",53,2018,-38.20242,141.65073,"Heathy Woodlands",16,556975.249330842,5771525.57424665,NA,"Mt Clay"
"410",410,"glenelg","M81x2018","M81",0,0,1,0,"2018-05-02","2018-06-25",54,2018,-38.20402,141.65638,"Heathy Woodlands",17,557468.687403559,5771344.55207765,NA,"Mt Clay"
"411",411,"glenelg","M82x2018","M82",0,0,0,0,"2018-05-02","2018-06-25",54,2018,-38.20393,141.66284,"Heathy Woodlands",18,558034.36359094,5771350.51099802,NA,"Mt Clay"
"412",412,"glenelg","M83x2018","M83",1,0,0,0,"2018-05-03","2018-06-25",53,2018,-38.20457,141.66759,"Heathy Woodlands",17,558449.738295451,5771276.51165434,NA,"Mt Clay"
"413",413,"glenelg","M84x2018","M84",0,0,0,1,"2018-05-06","2018-06-25",50,2018,-38.20375,141.67426,"Heathy Woodlands",17,559034.387719946,5771363.26747545,NA,"Mt Clay"
"414",414,"glenelg","M86x2018","M86",1,0,0,1,"2018-05-06","2018-06-22",47,2018,-38.20469,141.68516,"Lowland Forests",18,559987.96929895,5771251.96479381,NA,"Mt Clay"
"415",415,"glenelg","M88x2018","M88",0,0,0,1,"2018-05-04","2018-06-26",53,2018,-38.20414,141.69669,"Lowland Forests",16,560997.928693076,5771305.4623032,NA,"Mt Clay"
"416",416,"glenelg","M89x2018","M89",0,0,0,1,"2018-05-04","2018-06-26",53,2018,-38.20436,141.70243,"Lowland Forests",14,561500.308955616,5771277.25638382,NA,"Mt Clay"
"417",417,"glenelg","M9x2018","M9",1,0,0,0,"2018-05-03","2018-06-25",53,2018,-38.17562,141.66274,"Heathy Woodlands",7,558048.073439337,5774491.77870081,NA,"Mt Clay"
"418",418,"glenelg","M90x2018","M90",1,0,0,0,"2018-04-30","2018-06-22",53,2018,-38.20813,141.64012,"Heathy Woodlands",12,556041.893990363,5770898.47840195,NA,"Mt Clay"
"419",419,"glenelg","M91x2018","M91",0,0,0,0,"2018-04-30","2018-06-22",53,2018,-38.20866,141.64513,"Heathy Woodlands",12,556480.109509633,5770836.62783471,NA,"Mt Clay"
"420",420,"glenelg","M94x2018","M94",0,0,0,1,"2018-04-30","2018-06-25",56,2018,-38.20881,141.66332,"Heathy Woodlands",17,558072.512664773,5770808.73635877,NA,"Mt Clay"
"421",421,"glenelg","M95x2018","M95",0,0,0,1,"2018-05-03","2018-06-25",53,2018,-38.20851,141.66846,"Heathy Woodlands",16,558522.755776498,5770838.78869914,NA,"Mt Clay"
"422",422,"glenelg","M96x2018","M96",1,1,0,0,"2018-05-02","2018-06-25",54,2018,-38.20931,141.67444,"Heathy Woodlands",18,559045.655962134,5770746.22730856,NA,"Mt Clay"
"423",423,"glenelg","M97x2018","M97",0,0,0,1,"2018-05-01","2018-06-25",55,2018,-38.20906,141.68064,"Lowland Forests",17,559588.661433267,5770769.99634045,NA,"Mt Clay"
"424",424,"glenelg","M98x2018","M98",0,1,0,0,"2018-05-02","2018-06-25",54,2018,-38.20876,141.68527,"Lowland Forests",16,559994.259446333,5770800.29499812,NA,"Mt Clay"
"425",425,"glenelg","M99x2018","M99",1,1,0,0,"2018-05-04","2018-06-26",53,2018,-38.20802,141.68953,"Lowland Forests",14,560367.830908914,5770879.63609596,NA,"Mt Clay"
"426",426,"otways","U001x2017","U001",0,0,0,0,"2017-07-07","2017-08-30",54,2017,-38.61594902,143.360458,"Heathy Woodlands",0,705509.514857712,5723197.75551815,NA,"North_2017"
"427",427,"otways","U001x2018","U001",0,0,0,0,"2018-07-09","2018-09-17",70,2018,-38.61594902,143.360458,"Heathy Woodlands",0,705509.514857712,5723197.75551815,NA,"North_2018"
